name,phone,Lat,lng
恩光中清交流道,(04)24267111,24.200714,120.656975
環中東路,(04)25368145,24.2008079,120.7073061
南北通,(04)24259911,24.201689,120.670491
鴻陞,(04)25358576,24.205466,120.686343
福雅加油站,(04)24635458,24.205742,120.628945
洽維,(04)26317135,24.21122,120.581641
山隆沙鹿,(04)26366189,24.212859,120.556793
新田,(04)25375000,24.213793,120.723047
北基中清交流道,(04)25608150,24.214268,120.649576
元寶,(04)25603189,24.214502,120.66885
北基雅潭,(04)25313100,24.215726,120.694374
大雅中清路站,(04)25664445,24.21777778,120.6483333
山隆大雅,(04)25689565,24.229878,120.641266
沙鹿站,(04)26314644,24.23111111,120.5730556
楓騰,(04)25671618,24.232694,120.662225
鎮南,(04)26366929,24.232833,120.563782
建發科雅,(04)25690268,24.234129,120.637093
豐源,(04)25313658,24.237368,120.710869
巨業,(04)26627299,24.240254,120.564587
寶成,(04)26651985,24.240581,120.564995
沙鹿交流道,(04)26651756,24.247317,120.575391
瑞豐,(04)25253797,24.248779,120.699148
豐原交流道站,(04)25228204,24.24888889,120.6963889
清泉,(04)26153676,24.248901,120.602283
台大沙鹿,(04)26656068,24.249704,120.582923
圓環東路,(04)25132472,24.254966,120.730085
神崗,(04)25610541,24.256277,120.671138
翁子站,(04)25225510,24.25972222,120.7347222
建發,(04)26570938,24.259906,120.540233
梧棲站,(04)26568415,24.26083333,120.5322222
東勢站,(04)25872454,24.26166667,120.8238889
豐原大湳站,(04)25225504,24.26305556,120.7205556
順勢,(04)25248488,24.266352,120.747771
豐勢交流道,(04)25271280,24.269656,120.7478145
台大豐原,(04)25121770,24.272264,120.721309
石岡豐勢路站,(04)25722984,24.27472222,120.7816667
明德195,(04)25723877,24.2748584,120.7719302
清水站,(04)26222464,24.27777778,120.5783333
清水服務區站,(04)26203281,24.28138889,120.6013889
北堤,(04)26260700,24.290993,120.542878
光陽,(04)25583551,24.301807,120.72251
詠安,(04)26111001,24.310852,120.602143
后里站,(04)25562174,24.31555556,120.7238889
甲東,(04)26884227,24.341691,120.638455
順天,(04)26802301,24.342209,120.617394
大甲站,(04)26872314,24.35472222,120.6319444
車亭三義,(037)875000,24.39039,120.759627
易鋐,(037)743500,24.401522,120.665034
金寧,(082)324849,24.430081,118.337454
金門,(082)372222,24.435934,118.327308
一六八,(082)337888,24.438666,118.405128
苑裡站,(037)866747,24.43916667,120.6497222
金民,(082)372758,24.439283,118.334157
新發,(037)869628,24.442302,120.647317
統精金門,(082)372909,24.443525,118.325576
大立鴻福,(082)337989,24.443829,118.388235
南興,(03)9982383,24.4618976,121.7906866
南北通,(037)765656,24.496192,120.701093
通利站,(037)764736,24.49805556,120.6927778
公館站,(037)222834,24.51166667,120.825
苗栗交流道站,(037)236095,24.521247,120.821011
銓豐,(037)230736,24.526909,120.819241
苗交,(037)226399,24.528153,120.819185
中苗站,(037)326764,24.56,120.8216667
中華路站,(037)266431,24.57083333,120.8247222
和源,(037)252503,24.574118,120.849008
頭屋站,(037)252723,24.57777778,120.8566667
台莊苗栗,(037)269448,24.593347,120.824622
吉盛,(037)733377,24.60122,120.780021
南聖湖,(03)9961111,24.6150917,121.8189124
新城,(03)9593701,24.624456,121.8031969
新馬,(03)9905601,24.627137,121.833375
山隆龍德,(03)9909633,24.634281,121.831598
冬山站,(03)9591316,24.641578,121.787001
大埔,(03)9899521,24.669902,121.717647
車亭竹南二,(037)468225,24.672137,120.85448
車亭竹南,(037)472906,24.672384,120.854896
東寶,(03)9603995,24.6821801,121.7780295
中正路站,(037)463428,24.68361111,120.8722222
山隆復興,(03)9544677,24.686504,121.767011
車亭頭份,(037)690611,24.689146,120.924865
頭份站,(037)663242,24.69083333,120.9125
百盛,(037)630088,24.694353,120.888974
羅東站,(03)9654651,24.697584,121.769256
長利,(037)689092,24.703059,120.922219
竹苗,(037)672288,24.715052,120.921424
竹東站,(03)5962447,24.7225,121.0963889
廣進,(03)9252958,24.724313,121.7685764
必勝,(037)582611,24.730465,120.906826
東林路站,(03)5957003,24.7375,121.0919444
車容坊北興路,(03)5100875,24.737643,121.094287
員山站,(03)9223041,24.747724,121.731031
金湧,(03)9387338,24.7503597,121.771834
信政,(03)5928151,24.752199,121.095145
茄苳,(03)5202858,24.754494,120.954221
功勞,(03)9306358,24.7704407,121.7817212
宜蘭站,(03)9282621,24.770564,121.756575
廣源,(03)5923038,24.77084,121.076752
好客,(03)5928981,24.775377,121.073772
科學園區站,(03)5779157,24.77944444,121.0047222
中森,(03)9280728,24.7796895,121.7592289
關東橋站,(03)5772433,24.78472222,121.0130556
百祥,(03)5387876,24.787003,120.92631
光明站,(03)5716471,24.79111111,121.0041667
光復路站,(03)5718604,24.80027778,120.99
公道五,(03)5166338,24.801041,121.002419
公園,(03)5610079,24.803159,120.979887
北大路站,(03)5227664,24.80527778,120.9608333
民華站,(03)5326491,24.80666667,120.9786111
豐富,(03)9887885,24.8115961,121.767441
民弘,(03)5312866,24.812655,120.980829
六家,(03)5509791,24.813467,121.023116
昇冠,(03)5348887,24.813649,120.967469
永富,(03)5330892,24.818139,120.955647
大橋,(03)5312536,24.818435,120.995392
昌隆,(03)5353556,24.821192,120.980713
府前站,(03)5556350,24.82388889,121.015
台大,(03)5504424,24.82526,121.032578
佑順,(03)5517818,24.825788,120.997184
高原交流道,(03)4116303,24.827161,121.204889
正塘,(03)5366523,24.827236,120.92719
金泉,(03)9880029,24.8371748,121.7868697
尚隆,(03)5365678,24.839504,120.929287
金面,(03)9776509,24.8402157,121.7987519
昇隆,(03)5535656,24.840863,120.985269
泉盛,(03)4797799,24.852941,121.223829
東昌,(03)4090787,24.856686,121.219198
大昌八八,(03)4707513,24.866416,121.221335
龍潭站,(03)4792614,24.8675,121.2175
龍門,(03)4802548,24.869154,121.221317
龍潭交流道,(03)4806998,24.8708125,121.2174381
新豐站,(03)5592308,24.8725,121
北基百年,(03)4992080,24.872791,121.202879
聖豐,(03)5986716,24.875187,121.018131
北海,(03)5985001,24.87576,121.023004
新慰,(03)5905772,24.882922,121.011208
泉好,(03)3070788,24.887968,121.270265
新崎,(03)6993085,24.891161,121.041568
尚美,(03)3801269,24.892135,121.27363
士香,(03)3809358,24.896012,121.277299
南興,(03)3891362,24.896446,121.261631
成功路,(035)998989,24.8991651,121.0386613
山隆大溪,(03)3074683,24.901517,121.264095
興榮,(03)3806378,24.903186,121.264458
經國平鎮,(03)4609155,24.90641,121.23061
柑園楊梅二,(03)4883526,24.9067823,121.1399322
東和平鎮,(03)4602925,24.907038,121.230813
柑園楊梅,(03)4882036,24.9074085,121.1508096
車容坊梅新,(03)4750393,24.908393,121.157703
梅溪站,(03)4782632,24.90861111,121.1594444
九如,(03)3806000,24.911177,121.254951
埔心站,(03)4826370,24.91194444,121.1747222
龍東,(03)4500981,24.914952,121.247389
北基東宏,(03)4395008,24.921099,121.214347
獅子王站,(03)4961585,24.92388889,121.1719444
祥順,(03)4686969,24.926303,121.21297
新富站,(03)4573401,24.927107,121.212726
鼎益,(03)3682556,24.929518,121.282536
豐興,(03)4670599,24.9307347,121.2143276
三峽站,(02)26711123,24.93083333,121.3777778
寶島,(03)4584566,24.933903,121.21463
柑園三峽,(02)26803001,24.9341719,121.387707
銘豐,(03)3653897,24.934309,121.301262
清溪,(02)86768877,24.9347609,121.401548
八德福林,(03)3732655,24.936876,121.305509
三鶯,(02)26731177,24.939448,121.365216
鼎鈺,(03)4599768,24.940233,121.222856
嘉昕,(03)3680589,24.9408709,121.2976759
車容坊板新,(02)86710879,24.940924,121.356636
車容坊三鶯交流道,(02)86719290,24.940927,121.356633
長壽山,(02)86763209,24.941968,121.397853
龍岡站,(03)4592501,24.94444444,121.23
長江,(03)4923516,24.944521,121.208583
柑園北大,(02)89701079,24.9460652,121.3853078
萬通,(03)4908898,24.947484,121.165197
裕進,(02)86774010,24.947659,121.340132
平鎮站,(03)4934734,24.94805556,121.2105556
車容坊佳園,(02)26687868,24.9492046,121.3855746
鶯歌站,(02)26792944,24.95055556,121.3522222
環中,(03)4356060,24.9552887,121.2459812
中山,(03)4221541,24.9561,121.223769
廣福路站,(03)3636875,24.9562446,121.2660361
東林,(02)86773511,24.9565096,121.3637943
中原,(03)4613478,24.9569,121.249025
峰沅,(02)26780368,24.957167,121.353985
龍田,(03)4639368,24.95725,121.250997
民族路,(03)4949599,24.9573585,121.2030251
德安,(02)22115288,24.957445,121.501861
車子路,(02)22123214,24.957899,121.504492
車容坊三富,(03)4626188,24.95797,121.249022
天祥站,(03)2813170,24.95833333,121.1930556
祥益,(03)4352728,24.96037,121.246221
福德路,(03)2182410,24.960586,121.321289
柑園碧安,(02)22126979,24.9611268,121.5310074
上順,(02)26801235,24.961549,121.406028
車容坊頂埔,(02)22697176,24.9617019,121.422754
內壢,(03)4352496,24.961732,121.254378
佳園,(03)3626653,24.9620789,121.325796
山隆新生,(03)4275107,24.962503,121.223079
柑園,(02)26803001,24.962697,121.391652
華城,(02)22128000,24.963696,121.521961
景福,(03)4028506,24.964061,121.209385
松柏,(03)4278596,24.964119,121.204607
車容坊鳳鳴,(02)86777277,24.964253,121.333308
北基正中,(03)4278886,24.965222,121.20441
中壢工業區加油站,(03)4521948,24.96527778,121.2380556
北基土城交流道,(02)22682700,24.965654,121.431713
中央路,(02)2268)1105,24.967949,121.438512
新店北新路站,(02)29180305,24.96861111,121.5419444
彭厝,(02)86853033,24.971472,121.415534
土城站,(02)22602808,24.97416667,121.4408333
宏昇,(03)4522999,24.974335,121.22325
安坑,(02)22114678,24.974874,121.518724
車容坊桃鶯,(03)3615156,24.975237,121.323561
寶橋站,(02)29111965,24.9775,121.5491667
大豐站,(02)29117053,24.97833333,121.5422222
中壢工二站,(03)4620443,24.98,121.2472222
介壽路站,(03)3615070,24.98027778,121.305
新店中正路站,(02)22192678,24.98055556,121.5341667
莊敬,(02)22181270,24.981361,121.533527
欣欣,(02)86685314,24.981779,121.517415
車容坊中華路,(02)86865677,24.9818331,121.4201032
亞柏土城,(02)22635800,24.983968,121.441611
永盛,(02)86858070,24.983974,121.424892
車容坊城林橋,(02)86860595,24.9845018,121.4254369
佳順,(03)3782918,24.984658,121.268528
龍壽街,(03)3697007,24.9871939,121.2675467
建國東路,(03)3590958,24.9872826,121.3252557
木柵站,(02)29392990,24.98833333,121.5641667
武陵站,(03)3604492,24.98833333,121.2847222
世新,(02)29354466,24.989423,121.542392
萬能,(03)4532033,24.989935,121.235537
來翔,(03)3392262,24.991002,121.314953
大新,(03)3328297,24.991121,121.316564
連城,(02)22668911,24.991134,121.473684
文中北,(03)3791711,24.991761,121.270173
四十張,(02)22218723,24.991776,121.476702
中山路站,(03)3323504,24.99222222,121.3
北基冠軍,(02)82733837,24.992238,121.449829
高加,(02)86686988,24.992398,121.511922
南強,(03)3209679,24.992846,121.332944
坤業莒光路,(02)29643298,24.9938965,121.4676553
華碩大興,(03)3691166,24.9948093,121.278158
華碩,(03)3691166,24.995223,121.278672
土城廣福路站,(02)89672580,24.99611111,121.4558333
永錡保安,(02)26860590,24.996132,121.421247
全家宏,(03)3699277,24.996745,121.288483
正洋,(02)26649616,24.9979005,121.6128653
嘉樂福,(02)22235599,24.998644,121.485483
力行,(03)3015322,24.998821,121.296272
中和站,(02)22493364,24.99944444,121.5077778
樹林站,(02)26812405,24.99944444,121.43
全宏二站,(02)82458299,24.999548,121.505806
三民路站,(03)3348425,24.99972222,121.3205556
龜山站,(03)3296223,25,121.3463889
東南,(02)26629588,25.000212,121.608573
華中橋,(02)82451791,25.000284,121.496451
北基朝陽,(03)3312719,25.0003029,121.311115
坤業深坑,(02)26629988,25.0007625,121.6105722
坤業,(03)3502233,25.001495,121.362781
長壽路,(03)3595668,25.0015046,121.3439671
日隆,(03)3352467,25.0023788,121.3136886
中壢服務區站,(03)4622920,25.00277778,121.2508333
全宏,(02)22231717,25.003479,121.484931
永和,(02)29281516,25.004067,121.511772
挑戰者永和,(02)22324282,25.0043571,121.5123502
萬隆站,(02)29312829,25.00444444,121.5394444
永和永利路站,(02)29212541,25.005,121.5197222
積穗站,(02)22219719,25.005,121.4836111
北基嘉和,(02)82421828,25.0054439,121.5047095
北基中和,(02)22263972,25.0055,121.4768
車容坊辛亥,(02)29339198,25.006575,121.55827
嘉尤,(02)22496811,25.007013,121.494463
建德,(02)26633377,25.0086632,121.6427751
石碇,(02)26633669,25.008717,121.644262
板橋民族路站,(02)29536247,25.00916667,121.4636111
板和,(02)22261056,25.010017,121.480401
春日路站,(03)3550381,25.01055556,121.3102778
正隆,(02)29529260,25.011539,121.479038
寶慶,(03)3018833,25.011641,121.293719
思源,(02)26882418,25.014811,121.39525
迴龍站,(02)82093915,25.01611111,121.4
柑園迴龍二,(02)82096889,25.016551,121.399517
名揚,(03)3027289,25.019157,121.283805
富陽街站,(02)27324229,25.01916667,121.5569444
埔墘站,(02)29553436,25.01944444,121.4808333
汀州路站,(02)23655595,25.02055556,121.5258333
光仁,(02)89530336,25.021033,121.479137
山隆華中,(02)23378460,25.021918,121.498704
健行,(03)3163758,25.022336,121.308793
車容坊板橋新月橋,(02)22752159,25.0227031,121.4491867
北基新海,(02)22568588,25.024717,121.460509
世盛,(03)3137308,25.024735,121.251593
龍安站,(02)23631735,25.02583333,121.5352778
中正,(03)3162756,25.026623,121.293933
山隆萬大,(02)23375690,25.027303,121.500635
基隆路站,(02)27383992,25.02777778,121.5558333
永錡中正,(02)29032955,25.028135,121.419651
全宏三站,(03)3259526,25.0304073,121.3009393
莒光路站,(02)23028385,25.03138889,121.5072222
經國路,(03)3562803,25.0315838,121.3003613
車容坊五洲,(02)29047767,25.032339,121.420577
聯新,(02)29039393,25.032446,121.417347
環河南路站,(02)23040528,25.03277778,121.4922222
信義路站,(02)27081235,25.03305556,121.5555556
新樹,(02)29046488,25.033583,121.440532
山隆觀音,(03)4736060,25.034416,121.095705
新莊站,(02)29965736,25.03472222,121.4452778
松山路站,(02)27297328,25.03972222,121.5775
協成,(03)3222895,25.0399581,121.281852
南竹路,(03)2124771,25.0400299,121.283783
忠孝東路站,(02)27622418,25.04138889,121.5669444
三花新莊,(02)29989872,25.04145,121.459534
陽光市民,(02)27529928,25.044388,121.536998
興化,(02)29905558,25.044631,121.465227
山隆興隆,(02)2999)5499,25.044656,121.46872
林森北路站,(02)23410686,25.04583333,121.5238889
中崙站,(02)27712548,25.04638889,121.5397222
三重重新路站,(02)29953683,25.04694444,121.4725
仕博,(03)3816982,25.047147,121.22329
長安,(02)25671667,25.048786,121.531234
長庚,(03)3289296,25.048799,121.385377
光復北路站,(02)27674900,25.04944444,121.5580556
蘆竹站,(03)3224714,25.04944444,121.2913889
山隆蘆竹,(03)3229609,25.051274,121.290286
泰新站,(02)29094220,25.05138889,121.4388889
文一,(03)3282115,25.0514239,121.380351
興德,(02)89923336,25.052246,121.467977
南港站,(02)27822408,25.05416667,121.6044444
四海,(02)86463339,25.055135,121.621158
新生北路站,(02)25815206,25.05666667,121.5280556
協記,(02)27915409,25.057,121.585
車容坊林口,(03)3185610,25.057011,121.364616
永錡,(02)22974554,25.057611,121.435189
友仁,(03)2115539,25.0583259,121.3655129
菜寮站,(02)29843153,25.05888889,121.4897222
民生東路站,(02)27671664,25.05944444,121.5638889
汐止站,(02)26412246,25.06,121.6394444
百鼎,(03)3869888,25.060151,121.207765
歐盟長興路,(03)3120861,25.0601994,121.2933165
林口工三站,(03)3282232,25.06166667,121.3702778
北基汐科,(02)86910670,25.0616866,121.6529037
國園,(02)29800335,25.062004,121.492975
南山路,(03)3529098,25.062004,121.289307
民權西路站,(02)25575809,25.06277778,121.5141667
五工,(02)85215660,25.063209,121.459029
車容坊元泰,(02)85317986,25.063733,121.439616
大園民生站,(03)3856171,25.06444444,121.2022222
航空城,(03)3858179,25.064467,121.180778
陽光建北,(02)25150228,25.0657115,121.5368739
淳寶,(02)26900088,25.066086,121.671889
東湖,(02)26922728,25.067427,121.617794
汐平,(02)26481530,25.068552,121.683401
內湖站,(02)27920678,25.06861111,121.5838889
明湖,(02)26951863,25.068863,121.634138
伯爵,(02)26434463,25.069257,121.654932
麗馳,(02)27925356,25.069747,121.574975
山隆大園,(03)3850738,25.069938,121.197597
車容坊三重,(02)29826768,25.070837,121.475316
合盟中正,(02)89811840,25.071586,121.474285
重陽路,(02)29718645,25.07194444,121.4925
濱江大直橋加油加氣站,(02)25177975,25.0725,121.5519444
康寧,(02)26328788,25.072558,121.608417
濱江,(02)25057789,25.072687,121.539409
平安,(02)86486686,25.072939,121.68296
坤業大園,(03)3935698,25.0737209,121.260105
保長坑站,(02)86485318,25.07444444,121.6741667
車容坊文化二路,(02)26089208,25.075046,121.372254
北基五堵交流道,(02)2451)8513,25.075535,121.68346
聯華三重交流道,(02)22868822,25.075595,121.489882
堤頂,(02)82878341,25.077145,121.488812
蘆洲中山二路站,(02)22859867,25.07722222,121.4688889
北基蘆洲,(02)22812383,25.077242,121.469049
上群,(02)22927871,25.077456,121.438043
昇易,(02)22916276,25.07775,121.437633
林口站,(02)26015017,25.07777778,121.3969444
東易,(02)26572663,25.077845,121.568527
柑園林口二,(02)86019066,25.0783189,121.3954922
紫陽,(02)26579000,25.078381,121.583478
車容坊(五股),(02)22930999,25.0785306,121.4386099
內湖麗山街站,(02)26577339,25.08138889,121.5711111
信誠,(02)82957788,25.081967,121.440729
車容坊碧華,(02)82870399,25.082393,121.487633
五股站,(02)22917541,25.0825,121.4388889
百福,(02)24519501,25.082742,121.684786
大直站,(02)25320154,25.08444444,121.5505556
社子站,(02)28122647,25.085,121.5116667
蘆洲站,(02)22812333,25.08527778,121.4733333
聯華五股,(02)82923939,25.087156,121.440385
文林路站,(02)28817934,25.0875,121.5261111
重陽橋,(02)28575135,25.089,121.493
福林站 ,(02)28812420,25.0925,121.5275
蘆洲三民路站,(02)22890485,25.09305556,121.4619444
碇內站,(02)24577214,25.09833333,121.7486111
芝山,(02)28320320,25.1016931,121.528698
八堵加油加氣站,(02)24560524,25.10416667,121.7258333
柑園八堵,(02)24551468,25.1059116,121.7266837
降2元,(02)28285798,25.1073003,121.5111579
百齡四路加油加氣站,(02)28201427,25.10805556,121.5111111
瑞泉,(02)24960890,25.110387,121.794734
石牌愛心,(02)28206995,25.112526,121.508652
瑞龍,(03)3541226,25.116841,121.262534
泉益,(02)24313103,25.117622,121.725866
北投站,(02)28201203,25.11916667,121.5022222
八仙,(02)26182297,25.120419,121.455853
獅子頭,(02)26183718,25.120594,121.456454
林長,(02)24966888,25.121143,121.823495
車容坊大業,(02)28927890,25.121565,121.498532
關渡大業,(02)28983720,25.12471,121.49857
安樂站,(02)24311788,25.12638889,121.7188889
成功一路站,(02)24316683,25.12694444,121.7375
中央北路站,(02)28913744,25.12694444,121.4661111
東明路站,(02)24660611,25.12805556,121.7588889
深澳,(02)24659668,25.128651,121.779293
竹圍,(02)28097273,25.133656,121.459353
陽明山站,(02)28616052,25.13555556,121.5458333
車容坊關渡橋,(02)26183987,25.141827,121.447935
北基中和路,(02)24362770,25.144793,121.722297
北基基隆,(02)24365548,25.14662,121.725972
泉益大武崙,(02)24328766,25.148646,121.699804
台莊基隆,(02)24263646,25.152578,121.736232
龍形,(02)86302558,25.157154,121.436079
八里站,(02)26104191,25.15888889,121.4230556
金滿益,(02)86318779,25.1644267,121.4570725
車容坊淡海,(02)86269668,25.1646446,121.4580692
永秦,(02)26262139,25.165484,121.449416
淡水站,(02)26212343,25.16861111,121.4455556
東來,(02)26235566,25.173597,121.457996
淡海新市鎮站,(02)26228923,25.19194444,121.4461111
北基基金,(02)24983603,25.209412,121.649826
新埔,(02)28013101,25.2254155,121.4521194
大嘉好,(02)26364295,25.259802,121.477692
連江縣馬祖福澳漁港,(0836)25343,26.1580753,119.9443438
連江縣馬祖油品供應有限公司-福澳,(0836)25343,26.1598,119.943162
